Name;Address;Rating;Number of Reviews;Place ID;Type;Latitude;Longitude
Home Cao Servicos Medicos Veterinarios Eireli;Estrada dos Alvarengas, 4101 - Assunção, São Bernardo do Campo;4.5;8;ChIJsRyZjExBzpQRmMetlVUXCPs;veterinary_care;-23.7353028;-46.5856135
Veterinária Assunção;Rua Argia, 430 - Vila Luiz Casa, São Bernardo do Campo;3.6;5;ChIJnafOYmNBzpQRyAFi54KqNpc;veterinary_care;-23.7195447;-46.56650980000001
Centro Veterinário Seres;Avenida João Firmino, 342 - Assunção, São Bernardo do Campo;4.3;6;ChIJc8bFAi1BzpQRGm-FsEQzkbE;veterinary_care;-23.71947079999999;-46.5619119
Cães & Cia;Avenida Albert Schweitzer, 559 - Ferrazópolis, São Bernardo do Campo;4.2;57;ChIJHR-2g71BzpQROHbfgoWUaVM;veterinary_care;-23.7261849;-46.5425265
Stillo Animal Pet Shop;Rua Minas Gerais, 481 - Ferrazópolis, São Bernardo do Campo;4.5;11;ChIJgyggsrhDzpQRE79qRLurP8A;veterinary_care;-23.725691;-46.54328599999999
Canarinho Pet Shop;Rua Minas Gerais - Ferrazópolis, São Bernardo do Campo;4.2;5;ChIJI18l1JdBzpQRnmu4-89iodI;pet_store;-23.7257976;-46.5430106
Petkids;Avenida Albert Schweitzer, 559 - Ferrazópolis, São Bernardo do Campo;4.9;18;ChIJncepiU1BzpQR_W74DzXKgqs;pet_store;-23.7261849;-46.5425265
Bela Belinha Estética Animal;Rua Manoel de Lima, 108 - Ferrazópolis, São Bernardo do Campo;5;17;ChIJsX2Yc9FBzpQRwpSj9z1eJv0;pet_store;-23.7274552;-46.5409241
Pet Store Marechal;Rua Marechal Deodoro, 2606 - Centro, São Bernardo do Campo;4.2;125;ChIJDQUeeZtBzpQRsMcUzqsrOJU;pet_store;-23.72098279999999;-46.54957479999999
Internacional Pet's;Avenida Rotary, 624 - Loja 1003/1004 - Ferrazópolis, São Bernardo do Campo;4.6;107;ChIJnXN1uqdBzpQRzHs8cXpfN6E;pet_store;-23.7232305;-46.5416258
Kaiena Saúde Animal - VETERINÁRIA;Rua Nemer Fares Rahall, 541 - Ferrazópolis, São Bernardo do Campo;4.5;124;ChIJ6WvR5ZdBzpQRpjZ_hCG1jTo;veterinary_care;-23.7259124;-46.543986
Raça e Ração;Rua Tiradentes, 1599 - Santa Terezinha, São Bernardo do Campo;4.6;17;ChIJaYI9_79BzpQR7cofb8QB-7E;pet_store;-23.7235022;-46.5356609
Lords racoes;Pq são Rafael - Rua Ana Julia Luiz - Vila Sao Jose, São Bernardo do Campo;5;1;ChIJxyqEI6tBzpQR8oXRgaX2p-Q;pet_store;-23.730227;-46.5320899
Mel petss;Rua Gaetano Angeli, 31 - Jd Iraja, São Bernardo do Campo;5;2;ChIJzaByOBVBzpQRqT4cckno_po;pet_store;-23.72690129999999;-46.5328877
Casdog;Rua Tiradentes, 1780 - Santa Terezinha, São Bernardo do Campo;5;27;ChIJYeeJUwBBzpQRCx05BNLI05k;pet_store;-23.7251556;-46.5340056
Banho & Tosa;Rua Tiradentes, 1466 - Ferrazópolis, São Bernardo do Campo;5;3;ChIJOybDa5VBzpQR90iSKmiky3U;pet_store;-23.7229325;-46.5369392
Pet Shop Giulya;Rua Tiradentes, 1408 - Ferrazópolis, São Bernardo do Campo;4.1;33;ChIJGcH4DpVBzpQRYh-VCYraMcw;pet_store;-23.722477;-46.5375485
Petz Sâo Bernardo;Junto ao Center Castilho - Avenida Rotary, 825 - Centro, São Bernardo do Campo;4.4;2743;ChIJoxTpo5ZBzpQRFTPz6RkI4HA;veterinary_care;-23.7214505;-46.5400246
Pet Shop Princesa;Rua Janete Clair, 52 - Vila Sao Pedro, São Bernardo do Campo;5;55;ChIJq_WWTRFDzpQRJKABEUDFDjA;pet_store;-23.7257579;-46.5260117
Pet Vet Mais - Clínica Veterinária & Petshop;Rua Tiradentes, 848 - Santa Terezinha, São Bernardo do Campo;4.8;94;ChIJ5wDcQZFBzpQREw4jrPY4F18;veterinary_care;-23.7194411;-46.541357
Clínica veterinária Caramelo's;Avenida Luiz Pequini, 82 - Santa Terezinha, São Bernardo do Campo;4.7;100;ChIJQ16USUpBzpQRL2yc3A9MZq0;veterinary_care;-23.72069939999999;-46.5374653
Manacá Centro Veterinário;Rua Quinze de Agosto, 175 - Centro, São Bernardo do Campo;5;11;ChIJAz1jY-FBzpQRFoovQYvNtAg;veterinary_care;-23.7200661;-46.5460358
Pet Shop Happy Life;Av. Londres, Avenida Jardim, 29, São Bernardo do Campo;5;5;ChIJsTNvgbhBzpQRhHkctClwu1k;pet_store;-23.7238454;-46.52422850000001
Loja de ração Pet Center Matos Vila São Pedro;Avenida Dom Pedro de Alcântara, 518 - Montanhão, São Bernardo do Campo;4.9;104;ChIJbbd1e9xBzpQRmwVU2fBdGwM;pet_store;-23.72337210000001;-46.5231284
Pet Shop Da Morena;Rua Gerônimo dos Santos, 49 - Vila Sao Pedro, São Bernardo do Campo;5;3;ChIJb1iaQd1BzpQRq6zCmwEO0Lg;pet_store;-23.7203107;-46.52196299999999
Cani & Cat Pet Shop;Rua Tributino Nunes, 03 - Vila Sao Pedro, São Bernardo do Campo;5;4;ChIJ40tv891BzpQR5oJt3oRJvaQ;pet_store;-23.7199777;-46.5231107
Bicho Chic Pet shop;Rua Everaldo Martins de Vasconcelos, 135 - Santa Terezinha, São Bernardo do Campo;4.8;32;ChIJE2-BcmRBzpQRw6fGGbpQbSM;pet_store;-23.7201409;-46.53207769999999
Villa Veterinária Clínica Veterinária;Rua dos Pássaros, 195 - Vila Sao Pedro, São Bernardo do Campo;4.8;122;ChIJEc_B69lBzpQRzfS1KzB9dbI;veterinary_care;-23.72359750000001;-46.5238935
avicultura costalani;Rua Pintassilva, 327, Santo André;N/A;N/A;ChIJ4-8ZWFhrzpQREA-1WA6pVHk;pet_store;-23.7323258;-46.49166849999999
Leleh Pets;Rua Lôbo Guará, 44 - Recreio da Borda do Campo, Santo André;5;16;ChIJIfzkT-xrzpQRjIiO19-pZvU;pet_store;-23.7232708;-46.4838163
Belas Patas;Rua Alfredo Mendes - Suíssa, Ribeirão Pires;N/A;N/A;ChIJV52525lszpQRKEplVMWV7fA;pet_store;-23.7213741;-46.4301186
Mercado Valdir e Pet Shop;Rua Romeu Tolezano, 69 - Suissa, Ribeirão Pires;4.3;28;ChIJ49Ak3JlszpQR4pMBvHNbJ94;pet_store;-23.7211778;-46.4298863
Pet Shop Pantaneiro;Rua Major Cardim, 1815 - Suissa, Ribeirão Pires;5;3;ChIJS7uUc5JtzpQRs-2d832bk1g;veterinary_care;-23.7200176;-46.4306654
Dermatologia Veterinária Lia Silva;Rua Vitório Greco - Centro Alto, Ribeirão Pires;N/A;N/A;ChIJzQFaub9tzpQRrnN1gj6x9Y8;veterinary_care;-23.7196992;-46.4176435
Pet Shop Kicão;Rua Mário Rocco, 198 - Assunção, São Bernardo do Campo;3.3;3;ChIJcdmeMWJBzpQRwedebprafU0;pet_store;-23.7177944;-46.5686172
Pet Shop Petiscao & Cia;Avenida Humberto de Alencar Castelo Branco, 3703 - Assunção, São Bernardo do Campo;4.5;143;ChIJzwX38VhBzpQRCP6GGwi8xVk;veterinary_care;-23.7215632;-46.5805717
PSA Veterinary Clinic;Rua Secondo Modolin, 420 - Centro, São Bernardo do Campo;4.7;1022;ChIJ1QfSQH9BzpQR05ppFXiCGCI;veterinary_care;-23.715255;-46.55591309999999
Pet Bicho Chique;Rua Leila Gonçalves, 250 - Vila Goncalves, São Bernardo do Campo;4.7;80;ChIJQR0ngNVDzpQR2_uAKsKeBxE;veterinary_care;-23.7117956;-46.5575207
Pet Shop Vip Care;Avenida Dom Jaime de Barros Câmara, 740 - Planalto, São Bernardo do Campo;4.7;174;ChIJRz8lpdxDzpQR1n3dCJgOzME;veterinary_care;-23.7071515;-46.5694851
Petz João Firmino;Avenida João Firmino, 342 - Assunção, São Bernardo do Campo;4.6;1138;ChIJiU8HuSxBzpQRgG08_fFzkc4;veterinary_care;-23.7193813;-46.561891
DoogStore Estética Animal;Rua Viña del Mar, 778 - Assunção, São Bernardo do Campo;5;68;ChIJ_VVXKJlBzpQRoja0x5p3Ews;pet_store;-23.71836549999999;-46.57470379999999
Boutique Patas e Pêlos;Rua Inácio Pedó, 546 - Jardim Brasilandia, São Bernardo do Campo;4.6;56;ChIJRwoAmmBBzpQRWxxBUITcMZ0;veterinary_care;-23.71782;-46.5773951
Art Manha Pet Shop;Rua Francisco Visentainer, 405 - Vila Santa Cassia, São Bernardo do Campo;N/A;N/A;ChIJsaQny2BDzpQRZOo6ybE6MlU;pet_store;-23.7166891;-46.5790713
Pet Koi;Avenida Humberto de Alencar Castelo Branco, 3585 - Alves Dias, São Bernardo do Campo;4.6;437;ChIJI3Ruaa9BzpQRQmwf5ZUHgMQ;pet_store;-23.7205917;-46.5811222
Unipet Comércio Produtos Veterinários;Avenida Dom Jaime de Barros Câmara, 1000 - Planalto, São Bernardo do Campo;N/A;N/A;ChIJO5ys1dxDzpQR2-5MTuRJjKw;pet_store;-23.70668550000001;-46.5713774
Chavecão;Rua Estéfano Cruciachi, 32 - Vila Alves Dias, São Bernardo do Campo;4.6;93;ChIJfRro2eJDzpQRK_ai0ij0st4;pet_store;-23.7187145;-46.58304039999999
Reino Animal Shopping & Care 2 São Bernardo;Rua Estéfano Cruciachi, 32 - Alves Dias, São Bernardo do Campo;4.6;15;ChIJ2anChHFDzpQRIbw9UEIDHrg;pet_store;-23.7186922;-46.58304469999999
Stúdio Pet - Alves dias;Avenida Horácio Barione, 13 - Alves Dias, São Bernardo do Campo;4.8;4;ChIJ6QZUezZDzpQRH_XiwYWBiIk;pet_store;-23.7167952;-46.58242209999999
Dog's Day;Rua João Pedro Roquetti, 40 - Centro, São Bernardo do Campo;4.8;108;ChIJy3uMhaVBzpQRhGNOhXfaMD0;pet_store;-23.7175992;-46.5518489
Veterinary Clinic San Francisco;Rua Luzitânia, 219 - Vila Lusitania, São Bernardo do Campo;4.8;43;ChIJI0g2V9VDzpQRh-PldAIlvoQ;veterinary_care;-23.7108409;-46.5553215
Veterinário e Pet Shop Focinhos & Cia;Rua Alessandro Bernardelo, 257 - Vila Alves Dias, São Bernardo do Campo;4.6;85;ChIJzZyEzvxDzpQRYzKeKOtkVXc;veterinary_care;-23.718083;-46.584018
Achadinhos Pet;Avenida Dom Jaime de Barros Câmara - Planalto, São Bernardo do Campo;N/A;N/A;ChIJ6Yqx-S9DzpQRS7bOmWGXI_k;pet_store;-23.707374;-46.56876169999999
Universidade Metodista de São Paulo - Campus Planalto;Avenida Dom Jaime de Barros Câmara, 1000 - Planalto, São Bernardo do Campo;N/A;N/A;ChIJP7vFKcNDzpQR1T2uztwH4MA;veterinary_care;-23.7067148;-46.5712614
ANIMAL;Rua Secondo Modolin, 378 - Jardim Maria Cecilia, São Bernardo do Campo;N/A;N/A;ChIJJ7SPP39BzpQRoa2AVN7gEMw;veterinary_care;-23.7151538;-46.55602160000001
Clínica Veterinária Spa Pet da Lari;Rua Francisco Visentainer, 641 - Assunção, São Bernardo do Campo;5;69;ChIJzyTZkFJDzpQRxRgym9JhxF8;veterinary_care;-23.7145354;-46.5791407
Amigos de Patas Clínica Veterinária;Rua Alexandre Bonício, 182 - Vila Alves Dias, São Bernardo do Campo;4.7;355;ChIJ62PUmVNDzpQREKtARiCf5js;veterinary_care;-23.72015420000001;-46.5823408
Elton Hirahara Veterinária;Rua Frei Gaspar, 532 - Centro, São Bernardo do Campo;5;1;ChIJZxfiWYJBzpQRqD3DT8scPAU;veterinary_care;-23.7170072;-46.55299249999999
Gênesis Clínica Veterinária - Cães, Gatos e Silvestres;Avenida Dom Jaime de Barros Câmara, 670 - Planalto, São Bernardo do Campo;N/A;N/A;ChIJJ9wgemRBzpQRTZQIy6OgP90;veterinary_care;-23.7072474;-46.5686172
Pet Brow Clínica veterinária e Banho e Tosa;Avenida Francisco Prestes Maia, 1064 - Centro, São Bernardo do Campo;4.1;110;ChIJZzhRMI9BzpQRxE2f38T9PGY;veterinary_care;-23.7118448;-46.5439038
Força Pet Petshop;Rua: José Bonifácio, 601 - Centro, São Bernardo do Campo;4.8;84;ChIJhYeAMiZCzpQRkVKVxbdvc8o;pet_store;-23.719347;-46.54740570000001
Pet Auguri;Rua Vinte de Agosto, 65 - Nova Petrópolis, São Bernardo do Campo;4.8;110;ChIJDaIHiilCzpQRQyWH6p5D3ew;pet_store;-23.708031;-46.545575
BARRACÃO PET SHOP LTD;Rua José Bonifacio, 473 - Centro, São Bernardo do Campo;4.8;193;ChIJR4wKKptBzpQRxiORJ5gc8J0;pet_store;-23.718158;-46.547379
Clínica Veterinária Mania Animal;Avenida Luiz Pequini, 528 - Jardim Palermo, São Bernardo do Campo;4.8;435;ChIJjWUzTZNBzpQRfyPGP5AUAeM;veterinary_care;-23.7177705;-46.5354149
Petland Brasílio Mall;Rua Brasílio Machado, 246 - Centro, São Bernardo do Campo;5;46;ChIJ_0ZCeXdBzpQRkWh5RuL-jHI;pet_store;-23.7175951;-46.5469266
Paws Up;Rua Santos Dumont, 161 - Centro, São Bernardo do Campo;5;3;ChIJzTMDzfOaOqkRbJKg1NV5pcc;pet_store;-23.71546;-46.546504
Lopes Trovão Pet Center;Rua Lopes Trovão, 167 - Centro, São Bernardo do Campo;5;13;ChIJU-ZvV1VBzpQRE8GOVH7ttHI;pet_store;-23.71447180000001;-46.54716469999999
Pet Shop Pelo Sim... ...Pelo Não;Rua Silva Jardim, 309 - Centro, São Bernardo do Campo;4.8;80;ChIJdUvIlYVBzpQRt3C2tnsM55U;pet_store;-23.7138949;-46.546056
Canarinho Pet Shop;Rua Tiradentes, 638 - Santa Terezinha, São Bernardo do Campo;4.4;142;ChIJwUZzHZZBzpQRoa66sYjJ69U;veterinary_care;-23.7176286;-46.5418216
Rebeca Pet Shop;Rua Tiradentes, 316 - Ferrazópolis, São Bernardo do Campo;5;9;ChIJ-U6wsY9BzpQRNktJ777B8P4;pet_store;-23.7148415;-46.5432138
Comfy4pet;Rua Marechal Rondon, 38 - corredor G3 box 94 - Centro, São Bernardo do Campo;5;1;ChIJDcQZ9KdpzpQRnWidCSjv8Rw;pet_store;-23.710546;-46.5514855
Brasil Caridina;Rua Silva Jardim, 530 - Centro, São Bernardo do Campo;4.8;45;ChIJg0Zo4O1BzpQRq9vK1YatAfA;pet_store;-23.7137792;-46.5440212
Dalmau Pet;Rua Núncio Interlich, 77 - Vila Santa Terezinha, São Bernardo do Campo;5;2;ChIJK5dV7YhBzpQRTTZoq_gjr1c;pet_store;-23.7149968;-46.5420768
For Pet;Rua Jurubatuba, 1350 - sala 123 - Centro, São Bernardo do Campo;5;9;ChIJVVXFvypCzpQRBFQn7mQyhCQ;pet_store;-23.7095627;-46.5536185
Original Pet;Rua Municipal, 564 - Centro, São Bernardo do Campo;N/A;N/A;ChIJyXBIn4hBzpQRmbhWttbnGwI;veterinary_care;-23.7111459;-46.54490730000001
Studio pet;Rua Bela Vista, 98 - Centro, São Bernardo do Campo;5;16;ChIJibOcnHBBzpQRbk6Y4Y6cZ94;pet_store;-23.7097223;-46.5466921
Trakinagem Pet Shop;Rua Sergipe, 44 - Nova Petrópolis, São Bernardo do Campo;4.7;79;ChIJq4zfkohBzpQR61sTQdCCgQQ;veterinary_care;-23.7106571;-46.5439683
NutriPet ABC;Rua Jurubatuba, 1123 - Centro, São Bernardo do Campo;4.7;258;ChIJ-5xxFytCzpQRjQjPUY8PfFE;pet_store;-23.7074357;-46.5533795
Pet Amigao;Rua do Cruzeiro, 485 - Areião, São Bernardo do Campo;N/A;N/A;ChIJHYfQOuJDzpQRooexkVPuPgQ;pet_store;-23.7079893;-46.5593875
Duzzi Pet;Rua Ângelo Dusi, 145 - Vila Dusi, São Bernardo do Campo;N/A;N/A;ChIJiY7jgqtDzpQRhP2W1-r-gEw;pet_store;-23.706894;-46.5559178
Bernard Dog Pet Shop and Veterinary 24 hours;Rua Municipal, 140 - Centro, São Bernardo do Campo;4;1187;ChIJKZeg2IZBzpQRpnJqVHviAFw;veterinary_care;-23.7116965;-46.54902300000001
Clinica VetHealtHato Dr Roberto Hato;Rua Tiradentes, 508 - Santa Terezinha, São Bernardo do Campo;4.6;617;ChIJRbv2CoZBzpQRCtH_I-QUJ2g;veterinary_care;-23.716385;-46.54232349999999
Petview Oftalmologia Veterinária - Dra Márcia Pansera Galego;Rua Bela Vista, 428 - Centro, São Bernardo do Campo;4.8;146;ChIJKarGRYZBzpQRpsRzoAN2rc0;veterinary_care;-23.7126964;-46.5462466
Dra Adriana C Lustoza Oftalmologia Veterinária;Rua Bela Vista, 428 - Centro, São Bernardo do Campo;4.6;203;ChIJIX7rdzlDzpQRRKGWfu0Uc7I;veterinary_care;-23.71268820000001;-46.5462477
Seguro Pet Saúde - Plano de saúde Pet;Rua Jurubatuba, 1350 - Centro, São Bernardo do Campo;4.9;54;ChIJ__8kRYJBzpQRdRcRAFwy9ns;veterinary_care;-23.7095287;-46.5536741
Clínica Veterinária Nova Petropolis;Rua José Benedetti, 300 - Centro, São Bernardo do Campo;4.6;27;ChIJR6tcx45BzpQR5Qz4S4yjkJ4;veterinary_care;-23.712038;-46.5415769
Dra. Camila Marques da Silva (médica Veterinária);Rua Domício A. da Gama - Santa Terezinha, São Bernardo do Campo;2.3;4;ChIJU-WGmY1BzpQRN0FLIkNJ--U;veterinary_care;-23.7140322;-46.5384648
Clínica Veterinária São Bernardo;Rua José Bonifacio, 590 - Centro, São Bernardo do Campo;4.8;404;ChIJSQEnHoVBzpQRfKWwXu1uth8;veterinary_care;-23.7191845;-46.5477291
Simulador Laparoscopico SSL;Rua Alferes Bonilha, 101 - 62 - Centro, São Bernardo do Campo;5;1;ChIJvzShq4ZBzpQRrs7jU4P6ddU;veterinary_care;-23.7140979;-46.5505722
Dr. Ciarvi Veterinário;Rua Bela Vista, 547 - Centro, São Bernardo do Campo;5;38;ChIJ1_dVXXtBzpQRKuOC4GuCOQQ;veterinary_care;-23.713752;-46.5458477
Alpha Vision Equip. Ópticos e Eletrônicos LTDA;Rua Giovanni Giusti, 56 - Vila Suzi, São Bernardo do Campo;5;36;ChIJmdA4uV5BzpQR2qefJrLuxaE;veterinary_care;-23.7163424;-46.54285520000001
Vetty Plano;São Bernardo Unit - Rua Municipal, 140 - Centro, São Bernardo do Campo;5;1;ChIJq-QY3IZBzpQRX1hkUwjZlV8;veterinary_care;-23.7117335;-46.5489979
HVet Centro de Diagnóstico Veterinário;Rua Tiradentes, 508 - Ferrazópolis, São Bernardo do Campo;5;35;ChIJ3_Ht_shBzpQRaqD1zl3dkHQ;veterinary_care;-23.716385;-46.54232349999999
Fórmula Animal;Rua Municipal, 333 - Centro, São Bernardo do Campo;4.4;36;ChIJ9zvFWoFBzpQR6sgK2Vfd4HM;veterinary_care;-23.7110615;-46.5471176
Clínica Veterinária Ame Animal;Rua Américo Margonari, 45 - Vila Alvaro Marques, São Bernardo do Campo;4.9;174;ChIJg9mHu3NBzpQRpi8tlFeyOps;veterinary_care;-23.7115218;-46.5455563
Oftalmologia Veterinária/ Clinica Dr. Carlayle;Rua João Pessoa, 250 - Centro, São Bernardo do Campo;4.7;190;ChIJ7z-UaodBzpQRWraLS6bGAcQ;veterinary_care;-23.7100231;-46.5488333
Faunus - Veterinária Domiciliar;Rua Rosa Margonari Borali - São Bernardo do Campo;5;15;ChIJ-1YQGR5qiqQRmae_C-AStNk;veterinary_care;-23.7187454;-46.5383581
FARMABICHOS - UNIDADE SBC;Rua João Pessoa, 172 - Centro, São Bernardo do Campo;4.7;26;ChIJmVGw-xpBzpQR6BhHeFf4sPU;veterinary_care;-23.7092878;-46.5488222
Reabilitação para animais - RPA;Rua Bela Vista, 94 - Sala 02 - Centro, São Bernardo do Campo;N/A;N/A;ChIJnQMqWLBBzpQRJHVjeQpVJ6c;veterinary_care;-23.709702;-46.5467
CLÍNICA VETERINÁRIA PASSAFARO;Rua Rio Branco, 53 - Centro, São Bernardo do Campo;4.9;185;ChIJJ_OZXVZDzpQRJeZ07x6ZYGY;veterinary_care;-23.7079184;-46.5538631
Atendimento veterinário em domicílio dra Talita Teixeira;Rua Rio Branco, 447 - Centro, São Bernardo do Campo;5;3;ChIJj0vMTN9DzpQRl2LgMa4rMB4;veterinary_care;-23.7075647;-46.5500349
Miau Integral;Rua Carlos Lacerda, 368 - Santa Terezinha, São Bernardo do Campo;5;4;ChIJmUhlah2flmMRcgtlFu1RYZ0;veterinary_care;-23.7172378;-46.5359291
ABC Animals Center - Centro Veterinário e Estética Animal (Antigo ICC);Travessa Paulo Afonso, 76 - Nova Petrópolis, São Bernardo do Campo;5;47;ChIJV3beqThDzpQRX02CxRR9e1w;veterinary_care;-23.7073407;-46.5464153
Centro Médico Veterinário Vida Animal;Avenida Paulo Afonso, 638 - Nova Petrópolis, São Bernardo do Campo;4.8;193;ChIJ61p1AIhBzpQRBjffV8eOJ8w;veterinary_care;-23.7076709;-46.54507899999999
Companhia Pet;Avenida Wallace Simonsen, 1319 - Nova Petrópolis, São Bernardo do Campo;4.2;64;ChIJcflS-opBzpQRTquDdV7eYMY;pet_store;-23.7066673;-46.537391
Antonia's Pet;Rua New York, 1 - Montanhão, São Bernardo do Campo;4.9;52;ChIJqSdP3L1BzpQRZAKIKetsBfE;pet_store;-23.7185136;-46.5293842
Marcia Pet Store;Rua New York, 2 - Vila Sao Pedro, São Bernardo do Campo;5;2;ChIJLSqyjiBBzpQRBfHWhUHpv6Y;pet_store;-23.7184776;-46.5293669
Pet Shop Rabichos;Avenida Nelson Mandela, 284 - Montanhão, São Bernardo do Campo;4.8;25;ChIJJWi6goxBzpQRK3YQpjDUxSo;pet_store;-23.7162333;-46.5300808
Lisa Pet Pet Shop 3;Avenida Dom Pedro de Alcântara, 455 - Nova Petrópolis, São Bernardo do Campo;N/A;N/A;ChIJpxDwP_hBzpQR0aaS-koNQwY;pet_store;-23.7175363;-46.52901139999999
Pet Shop Crystal;Avenida Nelson Mandela, 307 - Montanhão, São Bernardo do Campo;4.6;25;ChIJTzbWs-5BzpQRSsSR8ljPeMg;pet_store;-23.7165017;-46.5297549
Pet Shop e Avicultura Amazonas;Avenida Nelson Mandela, 256 - Montanhão, São Bernardo do Campo;1;1;ChIJs9S2pO5BzpQRmHZgREpk8vc;pet_store;-23.71598179999999;-46.5301283
Astros Pet;Brazil;N/A;N/A;ChIJkbqyAelBzpQROFzMxc7uU5k;pet_store;-23.7183696;-46.5284218
Mercadão Pet Pequini SBC - Pet Shop;Avenida Luiz Pequini, 1050 - Santa Terezinha, São Bernardo do Campo;4.8;157;ChIJpwI4hhJBzpQRyz1oVxZQxZU;pet_store;-23.714253;-46.5316366
Pet Shop Mundo Dos Bichos E Clinica Veterinária;Avenida Nelson Mandela, 551 - Vila Sao Pedro, São Bernardo do Campo;4.5;51;ChIJCQvFVuhBzpQRicI960c7LzQ;pet_store;-23.7185785;-46.5279009
UNIVERSO PET;Avenida Dom Pedro de Alcântara, 185 - Nova Petrópolis, São Bernardo do Campo;N/A;N/A;ChIJ77qxH-lBzpQReEYNi2bNin0;pet_store;-23.7174385;-46.5284035
Pet Flor de Maio;Avenida Dom Pedro de Alcântara, 83 - Vila Sao Pedro, São Bernardo do Campo;4;25;ChIJlYKR23NBzpQRqSpJVsz6y3w;pet_store;-23.7151663;-46.52924769999999
Pet Shop Sofia;Rua dos Pioneiros, n26 - Vila Sao Pedro, São Bernardo do Campo;N/A;N/A;ChIJYXtTKJxBzpQRaDU3fYnEiUY;pet_store;-23.7147898;-46.5289162
Pets for Love;Rua Cidade de São Sebastião, 185 - Loja 06 - Nova Petrópolis, São Bernardo do Campo;4.7;25;ChIJtQa0tIRBzpQRyV8DXtqQeb4;pet_store;-23.7100524;-46.53934399999999
Patas & Pelos Veterinária e Pet Shop;Rua do Oleoduto, 35 - Vila Sao Pedro, São Bernardo do Campo;4.7;11;ChIJv-cq_8hBzpQRcBS4enelJUA;pet_store;-23.7178698;-46.5259085
Amity Pet;Alameda Dona Tereza Cristina, 539 - Nova Petrópolis, São Bernardo do Campo;4.6;424;ChIJt1lubChCzpQRiaM-yP26DUY;veterinary_care;-23.7065355;-46.545921
VISIOGUARD - Viseira ocular para Cães e Gatos;Rua: Senador mario mota, 38 casa - Santa Terezinha, São Bernardo do Campo;4.8;4;ChIJqwIT7Pd7zpQRzfl6Oiu27zU;veterinary_care;-23.7142783;-46.5366366
Pet Shop Bicho Feliz;Avenida Paulo Afonso, 845 - Nova Petrópolis, São Bernardo do Campo;4.6;108;ChIJ5V-gNydCzpQRPTY9f21rJmk;veterinary_care;-23.70821;-46.54323299999999
Sv casa de ração;Rua São Francisco - Vila Sao Pedro, São Bernardo do Campo;5;1;ChIJU3WVxXZBzpQRmdr0KFc2Xh8;pet_store;-23.7179849;-46.51868330000001
MÁRIO RAÇÕES;Rua Pau Brasil - Jardim Cipreste, Santo André;5;1;ChIJXx9AKVBBzpQRN07XORcdr5s;pet_store;-23.7179075;-46.5174708
Bar do Jairão/Casa do Norte e Rações Boa Vista;Rua Pastor José Ferreira de Souza 74 Montanhão, Rua Pastor José Ferreira de Souza, 74 - Vila Sao Pedro, São Bernardo do Campo;5;13;ChIJta-0g-RBzpQRs7Szs-ZAYSY;pet_store;-23.71376609999999;-46.5248867
Bom-Bom Pet;RUA DA CHACARA 236 - VL BOA VISTA - Jardim Nascimento, São Bernardo do Campo;4.4;18;ChIJCVQPv5tBzpQRZnnXrj-_FAE;pet_store;-23.71278970000001;-46.52685529999999
Pet Shop Rosa Pet;Rua Edson Queiroz, 99 - Sítio dos Vianas, Santo André;5;2;ChIJufbycCtBzpQRfIImjp_4eY8;pet_store;-23.7123801;-46.5206531
AVICULTURA DO FABINHO;Rua Almeida Leme, 210 - Parque Sao Bernardo, São Bernardo do Campo;N/A;N/A;ChIJwzdltPpBzpQRL_gKwN-jmHs;pet_store;-23.70997779999999;-46.5249476
Penas & Pelos;Avenida Luiz Pequini, 635 - Santa Terezinha, São Bernardo do Campo;4.4;18;ChIJRX59pPFBzpQRVD7hqAqWBcg;pet_store;-23.7097008;-46.5291708
Nina's Pet Shop;Estrada Cata Preta, 1139, Santo André;N/A;N/A;ChIJacmfiXNqzpQRC7JZtJx6SPk;pet_store;-23.7181452;-46.5112957
Ricardo de Oliveira Castro;Rua dos Vianas, 2643 - Baeta Neves, São Bernardo do Campo;N/A;N/A;ChIJ18_UhvpBzpQRUNVHowOtr2o;pet_store;-23.7076439;-46.526278
Peg Pet Vianas - Pet Shop - Veterinária - Banho e Tosa;Rua dos Vianas, 2827 - Vila Vianas, São Bernardo do Campo;4.7;79;ChIJBby-8DBBzpQRRbSjmbsqjYw;veterinary_care;-23.70745209999999;-46.52798170000001
Casa De Ração E Pet Shop Vila Nova 2;Rua Estrada dos Vianas, 201A - Sítio dos Vianas, Santo André;4.4;35;ChIJWc-z6AlqzpQRQeNaBLUDkGk;pet_store;-23.7108589;-46.5147656
Estrela Pets 2;Estrada Cata Preta, 987 - Cata Preta, Santo André;5;1;ChIJxSQATodrzpQR5ANrY0xRa_A;pet_store;-23.7149509;-46.51048039999999
mercado pets;Rua São Domingos Sávio - Sítio dos Vianas, Santo André;N/A;N/A;ChIJ1aJg_nZrzpQRCUY_J0qAsWI;pet_store;-23.7097365;-46.51502259999999
Duki's pet;Rua dos Vianas, 2254 - Baeta Neves, São Bernardo do Campo;5;7;ChIJ2RuqnXlBzpQR8shRhffDTgk;pet_store;-23.7066301;-46.5323726
Planet Petshop;Estrada Cata Preta, 1088 - Vila João Ramalho, Santo André;4.9;79;ChIJaVtusA5rzpQRQzBTM7NqJHk;pet_store;-23.7135125;-46.50994840000001
